poiId,poiName
1695684,한미르대덕CC
136875,NC백화점중앙로역점
2814276,인천축구전용경기장
535239,운림산방
1960551,리버힐CC
378829,구로시장
218345,총회창립100주년기념관
735,노적봉공원
8986564,롯데마트롯데몰수지점
736548,진양호동물원
5756604,시흥ABC행복학습타운
6516825,스타필드코엑스몰
2927491,에콜리안제천CC
2194449,롯데백화점광복점아쿠아몰
361555,다산정약용생가
152075,부산자유도매시장
2241736,대청공원
1006559,월광수변공원
501770,제주월드컵경기장
5765359,모다아울렛진주점본관
152139,부산민주공원
368443,남항진해변
1987535,오창에딘버러CC
1589662,하이스트CC
5675414,경주화백컨벤션센터
1134253,블랙스톤제주CC
136977,장동산림욕장
1103483,NC백화점청주점
146144,지오플레이스
393315,정자시장
1454097,무주반디랜드
2230768,배다골테마파크
519882,영덕시외버스터미널
461741,아미가골프장
374363,김포종합운동장
217519,효창공원
374512,부천중앙공원
628082,금호월드
195671,신장시장
1197629,황학산수목원
427491,도당공원
4099889,해돋이공원
367196,렛츠런파크제주
381424,인천남항부두
2170502,백만송이장미원
1789421,인천나비공원
1122845,롯데스카이힐제주컨트리클럽
389601,부산시립미술관
739013,거잠포선착장
1433560,노룬산골목시장
2634342,화명수목원
311731,장릉
384515,올림픽공원세계평화의문
1866565,원예예술촌
550269,대한다업보성다원제1농장
10586595,청와대
1094796,능인선원포이동법당
1794933,조례호수공원
738225,신구대학교식물원
5397097,무안클린밸리CC
701411,경상북도수목원
1521057,선암호수공원
7768458,라베니체광장
519770,홍천중앙시장
5390880,국립백두대간수목원
535654,샤크존
1098129,강화고인돌
1916731,만대항
217516,용산가족공원
1916267,순천아랫장
554184,이충레포츠공원
5762908,클럽72CC듄스코스
372787,박정희대통령생가
2898746,어은돌야영장
2637066,목포종합수산시장
125829,봉녕사
557159,하나로마트청주점
242894,가야랜드
8883258,삼국유사테마파크
136860,대전중앙시장
146907,국립대구박물관
137257,말바우시장
389354,금강수목원
1589664,해라CC
8353268,롯데아울렛고양점
193022,구리전통시장
1088004,환호공원
1439983,리치몰
698332,언양알프스시장
1171993,광주호호수생태원
368106,UN기념공원
10145992,모다아울렛전주김제점
10270746,신내SKV1센터
559081,쌍암공원
1795106,아덴힐골프클럽
1166650,군산CC퍼블릭
1392140,충성대CC
1172708,인천국제물류센터
1146498,극동스포랜드안산점
75344,평화시장
358916,진주중앙시장
1929422,더힐CC
1789208,만골근린공원
1373016,광명새마을시장
2965315,안동레이크GC
1168308,에버리스GC
2878701,순천부영CC
1819901,에코랜드CC
384500,올림픽프라자
551804,석수시장
1874882,여수시티파크리조트CC
6213178,경포아쿠아리움
5771961,에콜리안영광CC
389404,거제자연휴양림
1189539,남부수자원생태공원
699266,신정시장
5489616,대청댐물문화관
394054,조원시장
391970,동부시장
1617358,광화문광장
738148,순창고추장민속마을
1919496,세운스퀘어
558452,제주돌문화공원
5665630,유니온파크
2531106,용인미르스타디움
310902,창원CC
7874117,신선도원몰
311763,서부시장
2797751,통영항
737936,월미공원
1591931,안강레전드GC
2214222,이스트힐CC
7670449,현대백화점유플렉스충청점
2620081,래미안갤러리
222784,부천자유시장
7168089,경기상상캠퍼스
1619175,마이다스구미골프아카데미
557241,서귀포향토오일시장
1444063,민락어민활어직판장
1697418,우리들CC
8299021,클럽72CC레이크코스
1144044,춘향테마파크
1197588,디큐브거제백화점
2791144,오이도종합어시장
2989921,송림체육관
1019693,클럽L제주CC
5381168,삼성현역사문화공원
8777543,AK플라자홍대
83221,효원공원
723289,경기남부경찰청용인체력단련장
219171,남산공원
2960924,롯데영플라자창원점신관
406099,허난설헌생가터
1156298,남안동CC
386549,우산월곡시장
7907770,롯데백화점안산점신관
1918003,새만금해넘이휴게소
39550,서귀포항
2818443,모다아울렛양산점
1556292,진해내수면환경생태공원
1167972,라헨느CC
1505126,산호해수욕장
226336,시흥시체육회
8826190,평택시농업생태원
662268,태학산자연휴양림
2875405,대장경테마파크
2754144,충주탄금공원
151890,세이브존해운대점
393223,서시장
30271,원적산공원
136862,중리전통시장
6517500,김포한강야생조류생태공원
1802636,덕유대오토캠핑장
1592021,서울창포원
524178,수암상가시장
567354,도마큰시장
1472929,테디벨리CC
1778146,트레보시티아울렛
2281094,센텀시티스파랜드
137249,남광주시장
219543,안중근의사기념관
1578388,울산농협농수산물종합유통센터
146887,국채보상운동기념공원
1918597,빛고을CC
6451998,NC백화점경산점
3401348,상효원수목원
5889013,모다아울렛울산점
246313,문수산산림욕장
2584155,화랑공원
2874729,삼삼CC
5726347,행구수변공원
